Mat ID,Unit Price,Manuf name,Organization,Inventory Quantity,Inventory CapEx,Open Quantity,Open Quantity Value,Backorder Quantity,Median Leadtime,Predicted Capex,Inventory Exhaust Date,Safety Stock,Stock Level Flag,Reorder Point,Quantity to order,Reorder Date,Recommendation
GM32159409,16178.6,WEIFU HIGH-TECH,"Britain Chevrolet, Inc.",1772,1793072.03,7979,5150141.97,12,6,309152.81,17-09-2032,670,Optimal,341,13,18-06-2025,Push PO to 11-13-2024
GM32159410,15343.1,ALKAR,"Britain Chevrolet, Inc.",4953,2313474.64,1082,1899063.53,166,237,570944.39,05-03-2025,605,Optimal,2064,786,07-04-2025,Push PO to 10-11-2024
GM32159411,3884.12,TOPRE CORPORATION,Buttonpaper Limited,3963,2163708.07,4713,6407897.24,256,162,164027.45,06-05-2030,57,Optimal,453,94,10-11-2025,Push PO to 10-02-2024
GM32159412,1239.03,Brake ENGINEERING,"Argonaut Holdings, Inc.",5326,152114.45,4101,22353.43,229,291,205544.23,05-07-2031,271,Overstock,2151,1386,07-08-2025,Push PO to 09-29-2024
GM32159413,15494.23,MEHA AUTOMOTIVE,Garrett,487,2685747.35,6868,7663603.31,305,177,556612.12,26-08-2030,62,Optimal,1368,274,17-07-2025,Push PO to 09-26-2024
GM32159414,21639.53,MEHA AUTOMOTIVE,Boco Trust,5036,615858.84,8603,4538707.26,232,236,76184.65,10-05-2028,659,Optimal,3273,1042,21-07-2025,Push PO to 11-13-2024
GM32159415,5926.13,SW HITECH,Autohaus G.V.O. GmbH,4303,1127658.95,5677,7177436.35,60,280,341320.26,03-08-2025,185,Understock,896,1185,09-05-2025,Expedite PO & Place PO
GM32159416,26831.88,HYUNDAI ELECTRIC,"Athens Chevrolet, Inc.",1088,232800.91,7693,4088652.62,129,322,376757.89,03-05-2028,639,Optimal,1526,1132,10-01-2025,Place PO
GM32159417,15784.14,AMC Filter,Approach (UK) Limited,871,663132.02,2721,3229498.6,170,145,247444.2,04-01-2028,663,Understock,478,1335,20-06-2025,Push PO to 01-03-2025
GM32159418,6508.56,"NINGBO JIFENG AUTO PARTS CO.,LTD.","Argonaut Holdings, Inc.",8732,2017263.05,1082,7969542.83,54,360,54886.84,04-06-2024,535,Overstock,917,1133,10-02-2025,Push PO to 09-26-2024
GM32159419,16502.1,AMC Filter,"Argonaut Holdings, Inc.",4586,359514.13,6072,5651772.78,107,228,629554.86,17-02-2029,357,Optimal,1116,1580,17-12-2024,Pull PO to 09-09-2024 & Place PO
GM32159420,2602.71,"FANGDA SPECIAL STEEL TECHNOLOGY CO., LTD",Baker (Crewe) Limited,6097,1641781.13,5039,3927186.34,63,262,585710.76,08-03-2028,119,Overstock,2345,577,30-05-2025,Push PO to 09-27-2024
GM32159421,11083.27,BorgWarner (AWD),Chevrolet Europe GmbH,4642,2314887.06,1124,4780181.8,367,166,85168.77,20-04-2029,140,Understock,1310,657,15-08-2024,Push PO to 10-09-2024
GM32159422,15354.41,Brake ENGINEERING,Buttonpaper Limited,2235,1381030.25,8185,2662526.63,275,101,519437.3,08-03-2031,459,Understock,2021,585,16-08-2025,Push PO to 11-25-2024
GM32159423,18420.48,BBR Automotive,Chevrolet Europe GmbH,5607,2466912.33,4216,4189628.95,69,173,62293.19,17-09-2027,423,Understock,1230,1280,30-03-2024,Push PO to 10-04-2024
GM32159424,10758.09,HERTH+BUSS JAKOPARTS,Chevrolet France,1752,2559176.38,773,5084507.57,179,254,345687.07,04-08-2029,109,Overstock,1045,405,15-12-2024,Push PO to 10-04-2024
GM32159425,19643.74,Firestone TVS Private Limited,Chevrolet Austria GmbH,1814,3441646.54,10277,3258274.16,323,216,653903.27,15-01-2031,52,Overstock,571,925,20-11-2025,Push PO to 12-20-2024
GM32159426,26997.68,TOPRE CORPORATION,Garrett,4243,1995967.34,5274,5705855.5,154,190,663461.4,24-03-2027,34,Understock,1183,60,19-10-2024,Push PO to 10-05-2024
GM32159427,23390.21,"NINGBO JIFENG AUTO PARTS CO.,LTD.",Approach (UK) Limited,1835,2007719.52,2613,3328612.62,331,183,606459.0,17-02-2029,335,Understock,1242,1502,17-12-2024,Push PO to 10-01-2024
GM32159428,1800.91,METZGER,"Argonaut Holdings, Inc.",3410,364897.04,9438,3866473.98,330,212,103943.25,19-01-2028,56,Understock,869,1299,28-03-2024,Push PO to 10-09-2024
GM32159429,8624.71,AMC Filter,Garrett,5726,1135245.17,1773,2892004.44,141,73,144484.17,28-02-2027,479,Overstock,926,457,15-03-2025,Push PO to 10-28-2024
GM32159430,6370.66,MICHELIN Wipers,Baker (Crewe) Limited,3120,1509054.94,2901,264474.77,272,258,442155.46,04-04-2032,717,Overstock,1636,560,23-02-2025,Push PO to 09-26-2024
GM32159431,10149.19,Delphi-TVS Diesel Systems Limited,Chevrolet Europe GmbH,5061,1917801.8,70,4076496.81,347,82,243398.91,25-01-2028,886,Optimal,1105,1407,21-01-2025,Pull PO to 10-03-2024 & Place PO
GM32159432,5935.03,SW HITECH,"Athens Chevrolet, Inc.",1539,3300587.78,1250,4061559.02,325,134,558794.42,31-05-2025,569,Understock,1405,1145,03-09-2025,Pull PO to 09-04-2024 & Place PO
GM32159433,13540.52,Lucas-TVS Limited,"Athens Chevrolet, Inc.",534,436913.96,10049,4842350.43,139,216,77274.33,29-11-2028,458,Optimal,956,935,13-06-2024,Push PO to 12-01-2024
GM32159434,16642.8,BBR Automotive,Buttonpaper Limited,6156,9183.49,2859,7495343.08,100,244,123995.44,19-02-2025,109,Understock,1663,1476,22-05-2025,Push PO to 11-02-2024
GM32159435,18205.96,BorgWarner (AWD),Autohaus G.V.O. GmbH,3425,2050594.88,4799,5348340.56,125,164,274049.54,15-07-2028,56,Understock,666,64,09-02-2024,Push PO to 10-15-2024
GM32159436,14767.84,Delphi-TVS Diesel Systems Limited,"Argonaut Holdings, Inc.",3928,2932515.19,2243,5453784.56,367,154,677573.5,09-08-2029,389,Overstock,2639,1351,31-10-2025,Push PO to 10-30-2024
GM32159437,3396.38,MICHELIN Wipers,Buttonpaper Limited,684,1405490.2,10915,5070656.77,310,134,294207.83,17-02-2029,272,Understock,1416,454,05-06-2025,Push PO to 12-01-2024
GM32159438,19689.04,HYUNDAI ELECTRIC,Autohaus G.V.O. GmbH,4115,2271764.42,3075,5898219.73,17,213,71977.05,06-05-2030,638,Understock,1372,1222,10-11-2025,Pull PO to 09-01-2024
GM32159439,11532.77,BorgWarner (AWD),Chevrolet Europe GmbH,2120,637804.84,2413,819450.15,43,89,12123.69,30-01-2027,83,Overstock,1667,340,22-06-2025,Push PO to 11-23-2024
GM32159440,20249.37,HERTH+BUSS JAKOPARTS,"Argonaut Holdings, Inc.",5122,1390603.21,5085,7706056.83,270,256,616688.39,08-07-2027,185,Understock,1573,581,09-05-2024,Push PO to 10-28-2024
GM32159441,7835.88,Lucas-TVS Limited,"Argonaut Holdings, Inc.",4106,1700437.14,2855,3986087.44,95,188,360746.64,26-03-2025,525,Overstock,1562,1177,03-10-2025,Pull PO to 09-09-2024 & Place PO
GM32159442,23805.71,METZGER,Autohaus G.V.O. GmbH,540,1886582.75,9343,1187333.92,327,150,371336.61,23-07-2029,662,Understock,1604,364,11-05-2025,Push PO to 10-12-2024
GM32159443,4235.47,BBR Automotive,Garrett,4840,903903.18,6192,301777.44,49,132,32434.31,15-04-2024,44,Understock,2183,734,08-04-2025,Push PO to 10-28-2024
GM32159444,316.13,HYUNDAI ELECTRIC,"Argonaut Holdings, Inc.",3344,3324788.31,4551,7551506.9,119,227,158722.43,06-06-2028,725,Overstock,1966,1488,03-06-2024,Push PO to 09-27-2024
GM32159445,69.42,BREDA LORETT,STANLEY,4620,2543714.38,5189,1882709.74,218,158,249411.22,30-11-2031,649,Understock,1013,1126,28-01-2024,Place PO
GM32159446,18013.81,SW HITECH,Buttonpaper Limited,3618,2035414.04,1225,6326158.6,84,190,382691.26,30-01-2027,81,Optimal,1549,270,22-06-2025,Push PO to 10-11-2024
GM32159447,15363.32,BBR Automotive,"Argonaut Holdings, Inc.",1346,1666089.28,2998,6705220.92,347,221,56917.46,30-12-2024,183,Optimal,866,1141,15-12-2025,Push PO to 10-02-2024
GM32159448,7016.7,WEIFU HIGH-TECH,Chevrolet Austria GmbH,655,56126.16,3136,4756321.63,55,316,311242.55,08-03-2031,144,Optimal,2121,625,16-08-2025,Push PO to 09-26-2024
GM32159449,21930.03,BREDA LORETT,"Argonaut Holdings, Inc.",3906,546704.9,3716,3230608.99,3,258,106638.66,29-07-2027,206,Understock,1614,1094,22-06-2024,Push PO to 01-21-2025
GM32159450,15380.19,ASYSUM,Buttonpaper Limited,4223,2045312.7,7759,7445549.62,186,141,693245.79,09-02-2024,265,Understock,1683,1060,01-11-2024,Push PO to 09-26-2024
GM32159451,8382.24,METZGER,Baker (Crewe) Limited,304,536586.22,2842,7338827.92,208,156,707153.39,02-12-2029,424,Optimal,739,1313,29-07-2024,Push PO to 09-26-2024
GM32159452,19322.2,MEHA AUTOMOTIVE,Chevrolet France,4774,2644199.52,8636,4489918.95,335,221,439751.45,29-07-2031,130,Understock,388,1561,15-07-2025,Push PO to 10-28-2024
GM32159453,18799.46,TOPRE CORPORATION,Chevrolet Austria GmbH,5128,1764349.38,2293,4781780.96,16,231,571410.75,30-12-2024,652,Overstock,1941,194,15-12-2025,Push PO to 11-25-2024
GM32159454,7020.56,BERAL,Baker (Crewe) Limited,1738,1415479.46,2066,2317029.55,140,299,172332.42,07-02-2026,187,Overstock,2084,976,12-05-2024,Push PO to 11-11-2024
GM32159455,8995.21,"NINGBO JIFENG AUTO PARTS CO.,LTD.",STANLEY,951,2495403.48,1554,7474774.54,334,121,218585.61,13-10-2026,361,Overstock,2023,303,20-11-2024,Push PO to 09-25-2024
GM32159456,14535.14,Lucas-TVS Limited,"Athens Chevrolet, Inc.",4200,1708320.0,7394,1828135.01,397,274,201571.0,13-10-2026,509,Optimal,533,459,20-11-2024,Push PO to 09-29-2024
GM32159457,6947.16,AMPRO,"Athens Chevrolet, Inc.",1675,989736.29,7046,248996.06,283,278,390916.95,14-06-2032,557,Optimal,611,671,14-09-2024,Push PO to 10-05-2024
GM32159458,14286.79,BBR Automotive,Garrett,7254,244091.24,10482,6360286.92,349,227,408038.74,02-07-2032,558,Overstock,1324,1037,04-11-2025,Push PO to 09-27-2024
GM32159459,18331.14,BBR Automotive,Autohaus G.V.O. GmbH,2496,3050495.15,845,3593671.79,298,314,218195.35,24-09-2025,639,Overstock,188,731,18-10-2024,Push PO to 10-09-2024
GM32159460,22157.52,Lucas-TVS Limited,"Britain Chevrolet, Inc.",685,3098665.71,4558,988064.79,406,283,97672.3,19-02-2025,112,Optimal,2259,295,07-02-2024,Push PO to 10-12-2024
GM32159461,7750.3,F-TECH INC,Approach (UK) Limited,4198,2478623.35,1097,3326687.34,34,66,577678.75,15-05-2031,59,Understock,1628,92,05-01-2025,Push PO to 10-02-2024
GM32159462,16066.49,MTS,"Argonaut Holdings, Inc.",5493,2126416.83,4371,2344656.37,297,131,334141.56,30-07-2031,124,Overstock,2630,1052,19-11-2025,Push PO to 11-02-2024
GM32159463,7646.78,AMC Filter,Chevrolet Austria GmbH,2830,898215.86,8492,4343263.17,364,132,345139.14,22-05-2031,132,Overstock,790,752,17-08-2024,Push PO to 10-28-2024
GM32159464,968.15,METZGER,STANLEY,127,4939.73,7049,399689.25,367,235,126528.39,07-08-2031,155,Optimal,1064,293,27-01-2025,Push PO to 11-11-2024
GM32159465,9484.63,ZHEJIANG WANFENG,"Britain Chevrolet, Inc.",366,1004750.34,3274,6606412.49,39,264,192526.07,28-02-2027,517,Optimal,1189,1649,15-03-2025,Pull PO to 09-01-2024 & Place PO
GM32159466,16803.09,ASYSUM,Baker (Crewe) Limited,2065,2841425.2,5976,5009681.07,205,246,96769.49,18-01-2029,753,Overstock,2259,1247,23-06-2025,Push PO to 10-05-2024
GM32159467,9633.74,MTS,Boco Trust,4923,2685085.84,9200,843083.91,336,292,60761.79,17-11-2025,362,Understock,1914,669,13-03-2025,Push PO to 10-09-2024
GM32159468,15481.76,WEIFU HIGH-TECH,Approach (UK) Limited,1100,1489492.99,4321,6257951.2,89,246,119753.78,02-02-2030,250,Overstock,857,595,14-01-2025,Push PO to 10-25-2024
GM32159469,8331.18,MITSUBA CORP,Approach (UK) Limited,5682,2502782.47,7146,1341414.79,83,178,150497.39,08-07-2027,78,Understock,1432,570,09-05-2024,Push PO to 10-28-2024
GM32159470,5523.55,AUTO-SPEED PARTS,"Athens Chevrolet, Inc.",838,1063447.12,2010,4684613.64,361,47,525646.25,24-03-2027,422,Understock,1744,644,19-10-2024,Push PO to 10-31-2024
GM32159471,24824.93,BorgWarner (AWD),"Athens Chevrolet, Inc.",2179,1437955.18,4327,1977865.93,117,255,420289.19,22-05-2031,159,Optimal,1775,1196,17-08-2024,Push PO to 01-03-2025
GM32159472,23792.66,SW HITECH,"Athens Chevrolet, Inc.",5931,835261.02,2110,1779742.62,160,241,535229.53,06-10-2028,757,Overstock,2158,880,31-01-2024,Push PO to 11-13-2024
GM32159473,7655.64,"FANGDA SPECIAL STEEL TECHNOLOGY CO., LTD","Athens Chevrolet, Inc.",2815,2865526.89,6143,5142652.33,19,103,77406.0,18-01-2029,387,Overstock,813,887,23-06-2025,Push PO to 11-23-2024
GM32159474,18230.96,MITSUBA CORP,Chevrolet France,255,1003492.01,2323,5692405.35,395,102,69324.0,09-02-2024,89,Understock,1629,24,30-01-2025,Push PO to 10-30-2024
GM32159475,4564.61,WEIFU HIGH-TECH,Boco Trust,3000,824571.43,10394,2871158.26,58,155,138918.83,08-11-2032,477,Overstock,1070,1379,20-11-2024,Push PO to 09-30-2024
GM32159476,5299.95,F-TECH INC,STANLEY,7918,2259767.16,4705,3701311.27,108,75,17168.47,17-04-2027,843,Optimal,3426,1304,04-04-2025,Pull PO to 10-02-2024 & Place PO
GM32159477,6332.99,TOPRE CORPORATION,Approach (UK) Limited,3626,623698.43,7167,3645093.15,79,142,645307.52,02-07-2032,545,Optimal,2232,1463,04-11-2025,Pull PO to 09-30-2024 & Place PO
GM32159478,21270.99,BERAL,Baker (Crewe) Limited,2653,1759759.54,8533,2148121.59,70,234,657828.36,29-07-2024,509,Optimal,2790,845,15-08-2024,Push PO to 01-03-2025
GM32159479,16389.4,"NINGBO JIFENG AUTO PARTS CO.,LTD.","Athens Chevrolet, Inc.",138,2385459.28,567,6246064.1,2,190,382543.91,28-12-2025,292,Overstock,2136,146,03-07-2024,Push PO to 12-03-2024
GM32159480,1009.02,WEIFU HIGH-TECH,"Argonaut Holdings, Inc.",5629,1918912.28,959,5274203.02,206,162,329731.61,02-04-2032,101,Optimal,2401,1303,06-10-2024,Pull PO to 09-04-2024 & Place PO
GM32159481,16869.74,WEIFU HIGH-TECH,"Britain Chevrolet, Inc.",3736,3466682.44,4539,480099.06,341,81,461169.27,17-12-2025,224,Optimal,459,1435,07-01-2025,Push PO to 10-02-2024
GM32159482,4443.66,AMPRO,Baker (Crewe) Limited,5214,1000825.69,5844,6186829.62,284,339,4017.76,02-04-2032,416,Overstock,1372,1393,06-10-2024,Push PO to 11-23-2024
GM32159483,22311.28,HYUNDAI ELECTRIC,STANLEY,18,2637271.47,3754,5964524.37,175,224,95608.19,30-01-2027,333,Overstock,1489,604,22-06-2025,Push PO to 10-15-2024
GM32159484,23078.64,Delphi-TVS Diesel Systems Limited,Boco Trust,3170,2980876.88,1843,212644.5,398,268,141178.1,14-12-2026,14,Optimal,539,306,01-02-2025,Push PO to 11-23-2024
GM32159485,2564.27,MICHELIN Wipers,"Argonaut Holdings, Inc.",4287,2997345.43,2953,2927598.27,176,158,608075.58,17-05-2028,911,Understock,2344,1521,18-10-2025,Pull PO to 09-01-2024
GM32159486,10064.48,India Nippon Electricals Limited,Chevrolet Europe GmbH,4292,376569.74,7179,5300334.38,166,54,313379.65,21-10-2028,260,Understock,934,784,31-10-2024,Push PO to 10-30-2024
GM32159487,4225.45,BBR Automotive,Garrett,372,1488194.87,3941,232530.83,242,223,285925.54,29-07-2027,505,Understock,32,1320,22-06-2024,Pull PO to 09-01-2024 & Place PO
GM32159488,16238.57,MITSUBA CORP,Baker (Crewe) Limited,4180,3347757.32,2852,2262015.73,340,231,578896.3,18-09-2024,499,Optimal,1373,315,08-02-2024,Push PO to 09-29-2024
GM32159489,4580.79,BorgWarner (AWD),Chevrolet Austria GmbH,4039,3201927.1,8215,6739268.71,243,290,462105.14,06-09-2025,163,Optimal,1872,1190,18-12-2025,Push PO to 12-03-2024
GM32159490,13381.04,BREDA LORETT,Approach (UK) Limited,831,1755448.79,2379,7526367.49,52,165,284812.33,19-02-2025,747,Optimal,982,225,22-05-2025,Pull PO to 10-03-2024 & Place PO
GM32159491,12920.36,BREMBO,Chevrolet France,2779,3450613.53,4857,5216663.11,177,288,231738.44,09-08-2029,573,Understock,3167,1135,31-10-2025,Push PO to 10-09-2024
GM32159492,2253.66,MITSUBA CORP,Chevrolet Austria GmbH,1548,1106686.01,729,6405686.08,130,141,173125.29,09-02-2024,464,Optimal,1143,1381,01-11-2024,Push PO to 10-30-2024
GM32159493,1085.27,BERAL,Baker (Crewe) Limited,2450,1672703.21,10822,5558231.27,281,120,570028.74,07-06-2025,741,Overstock,209,818,08-08-2024,Push PO to 10-09-2024
GM32159494,23861.28,AUTO-SPEED PARTS,"Britain Chevrolet, Inc.",4563,2345404.51,736,2965243.62,309,217,200710.92,13-09-2028,588,Understock,1496,1483,03-08-2024,Pull PO to 09-18-2024 & Place PO
GM32159495,7042.54,WULING MOTORS HLDGS LTD,Buttonpaper Limited,156,1703471.2,2949,5866134.74,12,346,345069.45,23-12-2027,478,Overstock,565,828,10-04-2025,Push PO to 10-09-2024
GM32159496,21521.58,HYUNDAI ELECTRIC,Boco Trust,1848,641062.52,88,5444614.01,178,316,682534.02,20-04-2029,592,Understock,839,1156,15-08-2024,Push PO to 12-03-2024
GM32159497,12109.5,ALKAR,STANLEY,4854,1166255.69,518,2048910.05,207,124,467578.45,09-02-2024,134,Optimal,2115,931,30-01-2025,Push PO to 10-02-2024
GM32159498,25138.1,"NINGBO JIFENG AUTO PARTS CO.,LTD.",Garrett,4493,2589574.48,1369,5302244.05,152,97,485581.19,07-08-2031,392,Overstock,1459,1300,27-01-2025,Expedite PO & Place PO
GM32159499,18009.94,AMPRO,Chevrolet Austria GmbH,2725,2836445.5,8425,6733783.73,241,122,317366.19,17-05-2028,1173,Optimal,3321,639,18-10-2025,Push PO to 10-13-2024
GM32159500,6959.7,ALKAR,Chevrolet France,2104,1431131.46,4788,1986544.82,400,241,305207.02,29-01-2031,141,Overstock,619,675,24-03-2025,Push PO to 01-03-2025
GM32159501,13648.44,BERAL,Baker (Crewe) Limited,2806,2460562.12,8424,2391650.65,279,141,346802.41,03-02-2032,815,Overstock,2638,1340,09-06-2025,Push PO to 10-04-2024
GM32159502,13039.42,"NINGBO JIFENG AUTO PARTS CO.,LTD.",Chevrolet France,5192,951073.8,4017,6989928.64,184,89,318354.12,27-04-2026,212,Optimal,2281,426,09-12-2024,Pull PO to 09-30-2024 & Place PO
GM32159503,8209.04,AUTO-SPEED PARTS,Boco Trust,2169,3245948.53,7997,590305.18,201,60,596290.64,23-08-2026,707,Understock,981,809,17-08-2024,Push PO to 11-08-2024
GM32159504,323.16,BREMBO,Garrett,1897,3404283.12,2380,7655635.95,327,136,344304.11,30-11-2031,167,Overstock,1148,1042,28-01-2024,Push PO to 09-27-2024
GM32159505,21181.97,"NINGBO JIFENG AUTO PARTS CO.,LTD.","Athens Chevrolet, Inc.",4821,2828527.76,8793,6261490.66,400,288,546985.62,25-03-2028,25,Overstock,1263,656,12-12-2024,Pull PO to 09-18-2024 & Place PO
GM32159506,23082.56,AUTO-SPEED PARTS,Autohaus G.V.O. GmbH,3398,943867.87,8603,7485044.96,102,271,325934.72,29-09-2025,583,Optimal,734,564,18-12-2024,Push PO to 10-12-2024
GM32159507,23629.4,MAXTRAC,"Argonaut Holdings, Inc.",4159,2458085.4,10139,3283041.76,179,222,426573.47,07-02-2026,456,Optimal,2269,828,12-05-2024,Push PO to 10-01-2024
GM32159508,15140.23,BREMBO,Chevrolet France,1346,743570.88,5030,1440395.16,253,94,642845.48,03-02-2032,220,Understock,2448,342,09-06-2025,Push PO to 11-02-2024
GM32159509,3464.78,MITSUBA CORP,"Britain Chevrolet, Inc.",5432,2465345.96,5875,4927067.47,217,27,573510.39,17-09-2032,672,Understock,1855,858,18-06-2025,Push PO to 09-27-2024
GM32159510,4499.95,BorgWarner (AWD),Autohaus G.V.O. GmbH,5124,32515.9,5005,6377651.16,389,248,618522.88,22-03-2025,413,Optimal,1324,1324,26-12-2024,Push PO to 11-13-2024
GM32159511,17397.05,BREDA LORETT,"Argonaut Holdings, Inc.",2103,3178417.13,1965,5461817.32,263,275,524069.73,05-06-2024,646,Overstock,2236,1076,08-12-2025,Expedite PO & Place PO
GM32159512,14267.84,MICHELIN Wipers,"Argonaut Holdings, Inc.",3063,3512456.99,1319,3315004.84,17,81,76937.28,23-11-2028,632,Overstock,1333,1108,24-04-2024,Push PO to 11-11-2024
GM32159513,17697.82,BREMBO,"Athens Chevrolet, Inc.",205,2850155.29,5031,5711032.5,86,132,456469.36,04-01-2032,133,Understock,830,117,27-01-2025,Push PO to 10-15-2024
GM32159514,24325.59,MAXTRAC,Chevrolet Europe GmbH,3501,3207997.38,1918,3320788.25,397,51,104980.27,15-07-2028,391,Understock,828,513,08-05-2024,Push PO to 09-27-2024
GM32159515,8582.62,SW HITECH,Chevrolet Austria GmbH,5566,3178484.33,10147,2645602.98,380,50,137281.86,06-10-2028,211,Understock,2346,964,31-01-2024,Push PO to 09-25-2024
GM32159516,6791.6,MEHA AUTOMOTIVE,"Argonaut Holdings, Inc.",2111,2813084.91,6191,7073615.52,128,324,696732.98,10-04-2025,635,Understock,1098,883,03-09-2025,Push PO to 09-29-2024
GM32159517,11101.38,WULING MOTORS HLDGS LTD,Garrett,4049,620358.55,10611,346649.15,111,180,488327.85,10-05-2028,926,Understock,3053,1353,21-07-2025,Push PO to 10-31-2024
GM32159518,7555.61,MAXTRAC,Chevrolet France,1517,2377970.89,10179,2202561.8,2,133,564348.91,13-10-2026,602,Optimal,810,481,20-11-2024,Push PO to 11-17-2024
GM32159519,6388.38,BREMBO,Chevrolet Europe GmbH,4409,343969.69,7866,7417488.76,259,338,513306.73,20-04-2029,142,Overstock,1848,968,15-08-2024,Push PO to 09-27-2024
GM32159520,16088.88,BBR Automotive,Chevrolet Europe GmbH,545,1575504.3,8789,5442100.43,70,108,74215.02,11-03-2025,437,Optimal,1943,122,19-03-2025,Expedite PO & Pull PO
GM32159521,97.88,BBR Automotive,Baker (Crewe) Limited,7415,1294478.79,5747,6763567.81,211,237,637428.11,02-07-2032,683,Optimal,2298,1724,04-11-2025,Push PO to 10-01-2024
GM32159522,57.05,Lucas-TVS Limited,"Argonaut Holdings, Inc.",1637,3231965.48,10056,5717659.22,103,98,465487.39,26-08-2030,146,Overstock,1865,1134,17-07-2025,Push PO to 11-02-2024
GM32159523,9946.38,HYUNDAI ELECTRIC,Chevrolet France,81,836322.54,5920,7810847.51,195,199,287326.15,13-05-2029,160,Understock,777,809,04-10-2025,Push PO to 12-20-2024
GM32159524,15324.17,SW HITECH,Baker (Crewe) Limited,870,1608362.68,5269,7445836.65,163,268,287055.75,15-03-2032,13,Optimal,2224,166,22-11-2024,Push PO to 10-31-2024
GM32159525,4126.59,WULING MOTORS HLDGS LTD,Garrett,3764,2024421.04,4630,3326475.09,224,333,518248.07,25-11-2026,730,Optimal,1792,1204,21-04-2024,Pull PO to 09-10-2024
GM32159526,16931.44,BERAL,Garrett,2096,1974099.47,1451,6203328.04,403,210,669255.11,01-02-2032,465,Understock,1835,1255,14-02-2025,Push PO to 10-28-2024
GM32159527,23604.79,SW HITECH,"Britain Chevrolet, Inc.",2631,1424772.69,1313,278907.74,95,117,323450.39,21-01-2026,378,Optimal,1199,1287,15-03-2025,Push PO to 10-04-2024
GM32159528,20761.21,WULING MOTORS HLDGS LTD,Garrett,2119,1060588.53,2021,5870706.62,148,219,24682.67,31-07-2031,550,Understock,888,585,24-02-2024,Place PO
GM32159529,5950.46,WULING MOTORS HLDGS LTD,Buttonpaper Limited,903,445093.21,8156,2864635.29,373,331,667468.43,02-04-2032,752,Optimal,1923,864,06-10-2024,Pull PO to 09-01-2024 & Place PO
GM32159530,3571.31,Delphi-TVS Diesel Systems Limited,Boco Trust,3431,2227761.87,10557,2828576.58,15,125,196610.6,05-01-2026,609,Optimal,1281,299,16-12-2024,Push PO to 10-04-2024
GM32159531,15003.25,Brake ENGINEERING,Approach (UK) Limited,4236,2110359.04,6887,3483225.22,302,293,112710.63,03-02-2032,521,Overstock,2001,1440,09-06-2025,Push PO to 11-02-2024
GM32159532,4226.93,ZHEJIANG WANFENG,Buttonpaper Limited,939,1470942.52,2664,569206.31,283,322,226427.36,22-02-2031,98,Optimal,233,1128,27-06-2024,Pull PO to 09-09-2024 & Place PO
GM32159533,10708.57,ASYSUM,Chevrolet Europe GmbH,6280,1719414.9,7227,3646064.64,273,142,101699.2,04-04-2032,405,Overstock,2202,1503,23-02-2025,Push PO to 10-05-2024
GM32159534,9644.99,"NINGBO JIFENG AUTO PARTS CO.,LTD.",Chevrolet Europe GmbH,2050,3228519.89,1319,6850982.54,14,60,20479.5,23-11-2028,24,Understock,138,1361,24-04-2024,Push PO to 11-02-2024
GM32159535,25511.86,Lucas-TVS Limited,Autohaus G.V.O. GmbH,2721,592905.57,8169,3777271.74,337,307,651908.59,22-02-2031,647,Optimal,523,1262,27-06-2024,Push PO to 10-02-2024
GM32159536,918.39,MONROE,Baker (Crewe) Limited,5859,3131540.46,5704,3924088.4,91,119,296208.27,03-02-2031,424,Understock,1240,904,25-08-2025,Expedite PO & Place PO
GM32159537,2473.85,BERAL,Chevrolet Europe GmbH,2641,2042074.87,1073,3204518.2,271,135,367762.49,14-06-2032,797,Optimal,1664,1458,14-09-2024,Push PO to 12-01-2024
GM32159538,6323.27,TOPRE CORPORATION,Autohaus G.V.O. GmbH,6935,1168316.47,1249,846759.63,130,274,252993.9,17-04-2027,615,Optimal,3595,373,04-04-2025,Push PO to 11-02-2024
GM32159539,1908.84,BBR Automotive,Garrett,5944,1345402.87,784,6900816.85,389,307,600521.9,18-11-2024,309,Optimal,2232,900,29-12-2024,Push PO to 10-05-2024
GM32159540,9164.64,AMPRO,Baker (Crewe) Limited,5243,3281741.67,9355,835123.53,327,263,257233.24,02-08-2027,736,Optimal,1049,1349,31-12-2025,Push PO to 10-04-2024
GM32159541,5822.52,BERAL,Boco Trust,3550,1998332.84,6796,1062322.27,79,210,609993.59,20-07-2030,143,Understock,2133,975,15-03-2024,Pull PO to 09-30-2024 & Place PO
GM32159542,10454.42,ALKAR,Chevrolet Austria GmbH,4328,1654534.92,4233,7689787.57,134,270,652889.19,07-08-2031,412,Understock,2097,200,27-01-2025,Push PO to 10-13-2024
GM32159543,20075.22,BorgWarner (AWD),Boco Trust,865,3299473.05,2965,324008.27,218,115,580742.25,15-05-2031,524,Optimal,1882,129,05-01-2025,Expedite PO & Pull PO
GM32159544,10506.76,BREDA LORETT,Chevrolet Austria GmbH,4870,1421487.91,5118,5458639.67,14,364,240427.27,17-09-2027,364,Understock,1598,1038,30-03-2024,Pull PO to 09-09-2024 & Place PO
GM32159545,16875.66,ASYSUM,Chevrolet France,6345,2731007.31,5516,5129740.0,277,214,8012.2,08-05-2030,677,Optimal,1647,1061,07-11-2024,Push PO to 11-02-2024
GM32159546,3561.73,AMPRO,Chevrolet Austria GmbH,4633,2462005.5,1160,6833809.39,263,134,39794.89,31-05-2025,81,Understock,1832,1775,03-09-2025,Expedite PO & Place PO
